user_id_raw,T,llm_strategies_openai
97801637,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
97900855,Persuasion,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Social Accountability""]"
97909655,Ambivalence,"[""Built-in Tracking/Restriction""]"
97927179,Ambivalence,"[""Delete or Deactivate"", ""Willpower and Discipline""]"
98012665,Change Talk,"[""Reduce Overall Phone Use""]"
98028402,Persuasion,"[""Modify Notifications"", ""Set Rules or Goals""]"
98075999,Change Talk,"[""Delete or Deactivate"", ""Increase Access Friction"", ""Curate Feed/Content""]"
98122003,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Willpower and Discipline""]"
98142856,Persuasion,"[""Curate Feed/Content"", ""Physical Separation"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
98144075,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
98161750,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals""]"
98178486,Persuasion,"[""Set Rules or Goals""]"
98207725,Change Talk,"[""Modify Notifications"", ""Willpower and Discipline""]"
98263900,Ambivalence,[]
98275706,Persuasion,"[""Third-Party Blocker"", ""Set Rules or Goals"", ""Built-in Tracking/Restriction""]"
98283318,Persuasion,"[""Physical Separation"", ""Reduce Overall Phone Use"", ""Set Rules or Goals""]"
98298563,Change Talk,"[""Set Rules or Goals"", ""Replace with Other Activities"", ""Physical Separation""]"
98398411,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
98702811,Change Talk,"[""Willpower and Discipline""]"
98864107,Change Talk,"[""Replace with Other Activities""]"
98947393,Change Talk,"[""Reduce Overall Phone Use""]"
99021458,Persuasion,"[""Modify Notifications"", ""Replace with Other Activities"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
99152603,Change Talk,"[""Set Rules or Goals""]"
99196329,Persuasion,"[""Modify Notifications"", ""Social Accountability"", ""Set Rules or Goals""]"
99247466,Change Talk,"[""Replace with Other Activities"", ""Set Rules or Goals""]"
99360701,Persuasion,"[""Built-in Tracking/Restriction"", ""Set Rules or Goals"", ""Willpower and Discipline""]"
99459518,Persuasion,"[""Set Rules or Goals""]"
99651018,Ambivalence,[]
99685016,Ambivalence,"[""Set Rules or Goals""]"
99715088,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
99725930,Persuasion,[]
99805913,Change Talk,"[""Built-in Tracking/Restriction"", ""Replace with Other Activities"", ""Set Rules or Goals""]"
99861828,Ambivalence,"[""Set Rules or Goals"", ""Willpower and Discipline""]"
99864878,Ambivalence,"[""Delete or Deactivate""]"
99963267,Change Talk,[]
